,IGN,Name,Team,Role,Country,Age
366,k0u,Lâm Tịnh Trì,Fact Revolution,Jungler,Norway,21.0
367,Kaasbaas,Christophe van Oudheusden,Defusekids,Support,Belgium,
368,Kabamarru,Kostis Georgantas (Κωστής Γεωργαντάς),Different Dimension,Bot,Greece,19.0
369,Kackos,Krzysztof Kubziakowski,Pogoń Szczecin,Top,Poland,
370,kaitur,Francesco Brambilla,ESC Gaming Sigma,Support,Italy,
371,Kakan,Elias Edlund,Wicked Gaming,Top,Sweden,
372,kaLuGG,Luka Todorović,iDomina eSports,Jungler,Serbia,
373,Kalwerd,Sergio Domínguez Alcala,Bulldog Esports,Mid,Spain,
374,Kamikaze,Óscar Pedrosa Gonzàlez,Stormbringers,Mid,Spain,
375,Kamil,Kamil Marcysiak,Samsung Morning Stars,Jungler,United Kingdom,
376,Kamilius,Kamil Košťál,We Love Gaming,Support,Slovakia,18.0
377,Kanani,Lamine-Lounis Khouani,EURONICS Gaming,Jungler,Algeria,22.0
378,Karakal Jr,Hendrik Méndez,DIVIZON,Support,Spain,23.0
379,Karimkt,Karim Aubineau,against All authority,Jungler,France,
380,Karisas,Erikas Ramaneckas,Split Raiders,Top,Lithuania,
381,Karolis,Karolis Zarnauskas,Ventus Esports,Manager,Lithuania,20.0
382,Kaseko,Konrad Szewczak,OP innogy,Support,Poland,
383,Kashtelan,Gaweł Paprzycki,Illuminar Gaming,Mid,Poland,20.0
384,kaSing,Raymond Tsang (曾家星),Excel Esports,Support,United Kingdom,25.0
385,Kasper,Kasparas Valinskas,Phelan Gaming,Bot,Lithuania,
386,Katare,Andrea Suchodolski,Solary,Top,France,
387,KatteN,Sebastian Johansson,Team Nerotec,Bot,Sweden,
388,Kaze,Quentin Gourbeix,Team MCES,Top,France,
389,KeABambi,Alexandre Vanseveren,Brussels Guardians,Top,Belgium,24.0
390,Keduii,Tim Willers,SK Gaming Prime,Bot,Germany,18.0
391,Kehvo,Aleksi Merta,Enclave Gaming,Bot,Finland,
392,Kektz,Bor Jeršan,Alpaka Esports,Top,Slovenia,25.0
393,Kenapil,Václav Maxa,Rift Rats,Jungler,Czech Republic,19.0
394,Kerberos,Kallon Ram,Diabolus Esports,Top,United Kingdom,21.0
395,Kermys,Patryk Wojewódzki,PRIDE,Jungler,Poland,23.0
396,Khaegan,Endri Lala,Split Raiders,Jungler,Albania,20.0
397,Khantos,Cosmin Dănilă,Team Queso,Bot,Romania,
398,KiKi,Kilian Audroin,Racoon,Coach,France,26.0
399,Kirdos,Sofiane Arabtani,TUEURS,Coach,France,
400,Kirei,Thomas Yuen,Misfits Premier,Jungler,Netherlands,22.0
401,Kisze,Martin Bazso,Wind and Rain Nordic,Bot,Hungary,19.0
402,Kitty,Sander Jeroen Everink,Defusekids,Bot,Netherlands,
403,Kizuro,Mikołaj Ossowski,Greek Regenesis,Jungler,Poland,
404,Klaj,Johan Olsson,Ad Hoc Gaming,Support,Sweden,23.0
405,klowny,Andrija Jovanović (Андрија Јовановић),Team oNe eSports,Top,Serbia,20.0
406,Knudsen,Andreas Knudsen,Cyberground Academy,Bot,Denmark,17.0
407,Koala,Dennis Berg,PF Helix,Support,Switzerland,
408,Kobbe,Kasper Kobberup,Splyce,Bot,Denmark,22.0
409,Kocourek,Sebastián Vrzák,Team Brute,Jungler,Czech Republic,
410,Kold,Jonas Andersen,Origen,Jungler,Denmark,24.0
411,Koldo,Luis Pérez,x6tence,Jungler,Spain,
412,Komedyja,Olimpia Cichosz,Out of the Blue,Jungler,Poland,
413,KON,Joel Cooper,Outlawz,Coach,United Kingdom,25.0
414,KonDziSan,Konrad Andrzej Sopata,Saudi Arabia,Coach,Poland,21.0
415,Konektiv,Karol Wojciechowski,Illuminar Gaming,Top,Poland,
416,Kooiji,Samuele Greguoldo,Dark Zone,Mid,Italy,22.0
417,Kososanity,Tuomas Kosonen,Lausanne-Sport eSports,Support,Finland,18.0
418,Kroghsen,Daniel Krogh,Diabolus Esports,Mid,Denmark,22.0
419,KRP,Jens Edvinsson,Valhalla Vikings,Support,Sweden,
420,Kruimel,Brayan van Oosten,UOL Sexy Edition,Mid,Netherlands,24.0
421,Krykiet,Paweł Stępień,Katastrofa Awionetki,Bot,Poland,23.0
422,Kryptonite,Nikolaos-Raphail Kalemkeridis (Νικόλαος-Ραφαήλ Καλεμκερίδης),Team Refuse,Bot,Greece,18.0
423,Kubu,Tóth Viktor,RIFT Esports,Top,Hungary,
424,kubYD,Jakub Grobelny,Katastrofa Awionetki,Support,Poland,
425,Kungen,Jesper Rundberg,Valhalla Vikings,Streamer,Sweden,
426,Kxng,Lothar Schadrin,OP innogy,Bot,Germany,
427,Kynetic,Leander Sydekum,AeQ eSports,Bot,Germany,
428,Laatch,Felix Melin,FALKN,Bot,Sweden,
429,labrov,Labros Papoutsakis (Λάμπρος Παπουτσάκης),BIG,Support,Greece,
430,Lachtan,Jan Bajer,Vikingekrig Esports,Mid,Czech Republic,
431,Lagily,Ali Nasserzadeh,SILENTGAMING,Mid,Switzerland,
432,LagsAlot,Lucas Pöthe,UOL Sexy Edition,Analyst,Germany,20.0
433,Lamabear,Leon Krüger,G2 Heretics,Jungler,Germany,20.0
434,Larssen,Emil Larsson,Rogue,Mid,Sweden,19.0
435,Latrodectuss,Kristian Asatryan,Split Raiders,Support,Bulgaria,21.0
436,Lazuriel,Kevin Pirrone,MOBA ROG,Top,Italy,
437,Le Roi Bisou,Sakor Ros,Lunary,Top,France,
438,Leaniv,Enzo Gaudiosi,Dark Zone,Top,Argentina,22.0
439,LeChase,António Ramalho,Uppercut esports,Jungler,Portugal,
440,Legolas,Sergio Vicente Gispert,Stormbringers,Bot,Spain,18.0
441,Lenny,Lenny Uytterhoeven,Defusekids,Top,Belgium,25.0
442,Leo,Christodoulos Leodaras (Χριστόδουλος Λεοντάρας),Pyrsos Esports,Support,Greece,
443,Lewus,Wojtek Strykowski,ACTINA PACT,Bot,Poland,17.0
444,Liandrid,Jason Zech,BloodRain,Top,Germany,21.0
445,Librid,Nikita Frunza,Sparks,Mid,Romania,
446,Librist,Piotr Jonderko,Esports Academy,Coach,Poland,
447,LIDER,Adam Ilyasov,Misfits Premier,Mid,Norway,19.0
448,LiMiT,Dino Tot,QLASH Forge,Support,Croatia,
449,Limpix,Tim Halma,New Dynasty,Coach,Netherlands,18.0
450,Lion,Christos Tsiamis (Χρήστος Τσιάμης),The Final Tribe,Support,Germany,26.0
451,Lmzs,Iliya Rajgev (Илия Ръжгев),Random 5,Mid,Bulgaria,
452,Lone Stigma,Sebastian Palomares,Austrian Force,Top,Germany,
453,Lotus,Dušan Nedeljković,FALKN,Jungler,Serbia,17.0
454,loulex,Jean-Victor Burgevin,Cloud9,Streamer,France,
455,Lounet,Léo Maurice,Team-LDLC,Manager,France,25.0
456,Lowpa,Tjalfe Rasmussen,Penguins,Bot,Denmark,22.0
457,LUBEEENZZZ,Lyuben Hadziev (Любен Хаджиев),Random 5,Top,Bulgaria,
458,Lucker,Damian Konefał,devils.one,Bot,Poland,21.0
459,Lukezy,Luka Trumbić,eMonkeyz,Mid,Croatia,22.0
460,Lunny,Vaios Dimzas (Βάιος Δήμζας),Different Dimension,Jungler,Greece,
461,Lunymati,Mateusz Szopa,Vortex Five,Bot,Poland,
462,Lurian,Rosario  Iovino,Racoon,Bot,Italy,20.0
463,Lurox,Lukas Thoma,Schalke Evolution,Jungler,Germany,19.0
464,Lvsyan,Sergi Madrigal Gómez,x6tence,Mid,Spain,23.0
465,Madi,Daniel Mader,404 Multigaming,Bot,Germany,19.0
466,Mafab,Maximilian Sindermann,Solwing Esports,Bot,Germany,21.0
467,MagiFelix,Felix Boström,Fnatic Rising,Mid,Sweden,19.0
468,Magikarp,Michael Hölzl,WarKidZ E-Sports,Jungler,Austria,
469,MakeItBetter,Samuel Polakovič,QLASH Forge,Mid,Slovakia,
470,Mako,Martín Rodríguez Lorente,AeQ eSports,Support,Spain,
471,Malacko,Jenei Krisztián,Team Plague,Jungler,Hungary,
472,Malice,Sebastian Edholm,bbq Olivers,Jungler,Sweden,22.0
473,Manaty,Stéphane Dimier,Solary,Jungler,France,17.0
474,Maniac,Tomasz Klimek,ISO eSports,Mid,Poland,
475,Manmatao,Marco Mourão,Penguins,Owner,France,41.0
476,Mantorras,João Conceição,Electronik Generation,Support,Portugal,
477,Marhoder,Pablo Menéndez,S2V Esports,Coach,Spain,25.0
478,MarineHBS,Szlovák Máté,WiLD MultiGaming,Top,Hungary,24.0
479,MarkiManki,Marc Leon Sieber,Ger-Swe Powerhouse,Bot,Germany,19.0
480,Markoon,Mark van Woensel,Ventus Esports,Jungler,Netherlands,16.0
481,Maroc3000,Miralem Becic,Alpaka Esports,Bot,Austria,
482,Matislaw,Mateusz Zagórski,devils.one,Mid,Poland,23.0
483,Maxi,Magnus Kristensen,FlyQuest Academy,Jungler,Denmark,18.0
484,Maxlore,Nubar Sarafian,Misfits Gaming,Jungler,United Kingdom,22.0
485,McFitty,Nikos Parikoglou (Νίκος Παρίκογλου),Gamespace eSports,Sub,Greece,
486,Meight,Török Máté,WiLD MultiGaming,Mid,Hungary,19.0
487,Melon,Alexis Barrachin,Lunary,Mid,France,
488,Memento,Jonas Elmarghichi,FC Schalke 04,Jungler,Sweden,23.0
489,MenQ,Marek Dziemian,EURONICS Gaming,Coach,Poland,24.0
490,Merza,Aleksi Meriläinen,MJ-Esports,Mid,Finland,24.0
491,Mikyx,Mihael Mehle,G2 Esports,Support,Slovenia,20.0
492,Milica,Aljoša Kovandžić (Аљоша Кованџић),Vodafone Giants,Mid,Serbia,
493,Miniduke,Ismael Martínez Cortés,Movistar Riders,Mid,Spain,
494,Mistrial,Stefan Ševčenko,Evolution Online,Support,North Macedonia,
495,Mithy,Alfonso Aguirre Rodríguez,Origen,Support,Spain,24.0
496,Mofosky,Robert Binek,Esports Academy,Support,Poland,
497,Monk,Joosep Kivilaan,Team MCES,Bot,Estonia,21.0
498,Moo,Adam Mura,Phelan Gaming,Top,Republic of Ireland,
499,Moopz,Amaury Minguerche,Team MCES,Support,Belgium,26.0
500,Mora,Jake Hammond,Galatasaray Esports,Coach,United Kingdom,
501,Mortsche,Tomáš Anděl,Rift Rats,Top,Czech Republic,
502,MoSiTing,Chris Würger,Schalke Evolution,Coach,Germany,
503,MounTain,Patrick Dasberg,ECO Black,Support,Germany,26.0
504,Mowarth,Tobias Sjunnesson,TCA eSports,Coach,Sweden,26.0
505,Moxokx,Magnus Kildegaard Madsen,Split Raiders,Bot,Denmark,
506,MrRallez,Rasmus Skinneholm,Ad Hoc Gaming,Bot,Denmark,22.0
507,MrWilson,Stavros Grivas (Σταύρος Γρίβας),Dawn of Stars,Bot,Greece,
508,mumus100,Szépvölgyi Márió,Vivo Keyd,Top,Hungary,21.0
509,Mun Harashi,Alberto Lo Grasso,Racoon,Coach,Italy,27.0
510,Mvt,Ervo Halonen,Team PHZ,Jungler,Finland,21.0
511,Mystiques,Patryk Piórkowski,Excel Esports,Support,Poland,22.0
512,Mytheos,Pavlos Voriatzidis,Sector One,Bot,Belgium,
513,Nahovsky,Kacper Merski,Wisła Płock,Coach,Poland,
514,Nalu,Tim Hostnik,RIFT Esports,Coach,Slovenia,
515,Nandisko,Fernando Peñalba Solís,Team Queso,Top,Spain,
516,Nando,Nando García Torres,Arena Quesito,Coach,Spain,
517,Narkuss,Alexandre Mege,Lunary,Jungler,France,
518,Navio,Tobias Stephan,BIG,Bot,Germany,19.0
519,neca247,Nemanja Vlaisavljević,ASUS ROG ELITE,Bot,Serbia,
520,Necromartin,Martin Jucha,Placeholder123,Top,Slovakia,23.0
521,Nejvi,Jakub Kupisz,Pogoń Szczecin,Coach,Poland,
522,Nekro,Simon Daniel Schneider,PANTHERS Gaming,Jungler,Germany,
523,Nemesis,Tim Lipovšek,Fnatic,Mid,Slovenia,19.0
524,Nemky,Nemanja Josimov,NYYRIKKI,Bot,Serbia,
525,Neon,Matúš Jakubčík,Misfits Premier,Bot,Slovakia,20.0
526,Nero,Konstantinos Perperidis (Κωνσταντίνος Περπερίδης),Pyrsos Esports,Jungler,Greece,23.0
527,Nero,Philipp Hofmann,RoyalBlue eSports,Mid,Germany,20.0
528,Nice Guy Ben,Ben-Luca Nordgerling,ZeroSeven Gera,Coach,Germany,
529,Nick,Niccolò Ramalli,Team Amelia,Jungler,Italy,18.0
530,Nieuczesana,Karolina Brodnicka,Illuminar Gaming,Streamer,Poland,
531,Night,Jeroen Segers,Sector One,Mid,Belgium,21.0
532,Nightmares,Richard Gielisse,Echo Zulu,Support,Netherlands,21.0
533,Nightshare,Tomáš Kněžínek,eSuba,Coach,Czech Republic,
534,Nijhuis,Tom Nijhuis,CPH Flames,Top,Denmark,21.0
535,Nikola Senpai,Nikola Đorđević,Fenerbahçe Academy,Support,Serbia,
536,Nikolex,Nikos Kechris (Νίκος Κεχρής),Different Dimension,Jungler,Greece,21.0
537,NilleNalley,Juho Janhunen,Galakticos,Top,Finland,18.0
538,Nippla,Mikael Dagur,Dusty,Jungler,,
539,Nisqy,Yasin Dinçer,Cloud9,Mid,Belgium,20.0
540,nite,Ardian Spahiu,mousesports,Mid,Germany,
541,Nixerino,Nicolás Colocho,G2 Heretics,Bot,Spain,
542,Nji,Cantoursna An,Fnatic Rising,Jungler,France,
543,Noma,Paulo Rebocho,SAMCLAN Esports Club,Mid,Portugal,18.0
544,Nono,Rim-Raimon Amanieu,STREAM TEAM FR,Bot,France,29.0
545,Noodlez,Dimitri Zografos,Movistar Riders,Analyst,Italy,24.0
546,Norskeren,Tore Hoel Eilertsen,Splyce,Support,Norway,19.0
547,NorthenLights,Spyros Diavatis (Σπύρος Διαβάτης),Reformed Gaming,Top,Greece,
548,Novachrono,Benjamin Micic,WarKidZ E-Sports,Top,Austria,
549,Noxiak,Lewis Simon Felix,EURONICS Gaming,Support,Germany,24.0
550,Noxus,Stavros Xiarchogiannopoulos (Σταύρος Ξιαρχογιαννόπουλος),Team Refuse,Jungler,Greece,
551,Nukeduck,Erlend Våtevik Holm,Origen,Mid,Norway,23.0
552,Nuokii,Dennis Werner,Hexagone eSports,Bot,Germany,
553,Nutri,Billy Wragg,Barrage Esports,Bot,United Kingdom,23.0
554,Obvious,Dennis Sørensen,mousesports,Jungler,Denmark,
555,Odin,Bruno Novais,Electronik Generation,Top,Portugal,18.0
556,Odoamne,Andrei Pascu,FC Schalke 04,Top,Romania,24.0
557,Ogierhaq,Bartosz Stopyra,Esports Academy,Jungler,Poland,
558,Orome,Andrei Popa,MAD Lions,Top,Romania,
559,Orthran,Pablo Martínez,AeQ eSports,Coach,Spain,
560,Outlandisch,Sermend Alhmawendi,GamerLegion,Jungler,Germany,24.0
561,Ovčák,Dominik Šilhánek,eSuba Vodafone Academy,Support,Czech Republic,18.0
562,Over,Kuba Seweryn,PRIDE,Coach,Poland,
563,Overpow,Remigiusz Pusch,Illuminar Gaming,Mid,Poland,28.0
564,Own3r,Tiago Mendes,For The Win Esports,Jungler,Portugal,
565,Owner,Babis Raftopoulos (Μπάμπης Ραφτόπουλος),Void Gaming,Bot,Greece,
566,P1noy,Kristoffer Albao Lund Pedersen,ROG Esport,Bot,Denmark,23.0
567,PainN,Pablo Calderón,Movistar Academy,Mid,Spain,
568,Palens,Antonio Palencia,MAD Lions,Top,Spain,
569,Panj,Luka Čiča,Lvlup Rhinos,Support,Serbia,
570,Paresz,Paksai Bálint,WiLD MultiGaming,Jungler,Hungary,18.0
571,Patrik,Patrik Jírů,Origen,Bot,Czech Republic,19.0
572,Paulcannon,Paolo Marcucci,MOBA ROG,Support,Italy,23.0
573,PederseNN,Jonas Pedersen,Penguins,Support,Denmark,
574,Pepi,Miro Rauten,Void Purple,Mid,Finland,17.0
575,Pepperinos,Petros Berdebes (Πέτρος Μπερδεμπές),Team Refuse,Mid,Greece,
576,Perkz,Luka Perković,G2 Esports,Bot,Croatia,20.0
577,Peter Dun,Peter Dun,Splyce,Coach,United Kingdom,
578,PFI,Raphael Freitas,DarkSpawn Gaming,Jungler,United Kingdom,
579,Phantomles,Kim Storm,Racoon,Mid,Sweden,20.0
580,Phones,Christian Sieg,Ad Hoc Gaming,Top,Germany,
581,Phrenic,Gerrit Stukemeier,SK Gaming Prime,Jungler,Germany,21.0
582,Pick,Otso Räty,ISO eSports,Support,Finland,20.0
583,Pietrox,Pietari Hirvensalo,NYYRIKKI Academy,Support,Finland,21.0
584,PiOk,Lukáš Lőrinc,eSuba,Bot,Slovakia,
585,Pjush,Anette Holm,Singularity Female,Support,Norway,
586,Plasma,Pedro Ribeiro,For The Win Esports,Support,Portugal,
587,Ploxy,Ole Martin Glomsaas,Nordavind,Jungler,Norway,20.0
588,PochiPoom,Pau Prada,S2V Esports,Manager,Spain,
589,Poeza,Haroen Hassan Ali,Echo Zulu,Jungler,Netherlands,
590,Polo,Marco Buchholz,PF Helix,Bot,Switzerland,23.0
591,Poni,Kevin Schlegel,Tempered Fate,Top,Germany,
592,Potatismjöl,David Hallin,HG Esports,Top,Sweden,
593,PowerOfEvil,Tristan Schrage,CLG,Mid,Germany,21.0
594,Pr0egy,Viktor Grabowski,404 Multigaming,Jungler,Germany,17.0
595,Prelude,Matthew Wong Sang,Barrage Esports,Top,Trinidad and Tobago,22.0
596,Pretty,Prodromos Kevezitidis (Πρόδρομος Κεβεζιτίδης),MAD Lions,Mid,Greece,21.0
597,Pride,Milo Wehnes,GamersOrigin,Jungler,Netherlands,
598,Pride,Mahdi Nasserzadeh,PF Helix,Top,Switzerland,21.0
599,Prime,Olivier Payet,MAD Lions,Support,France,19.0
600,Prime,Nick Van Den Bergh,S1.Academy,Top,Belgium,21.0
601,Prosfair,Tom Willis,Fnatic Rising,Support,United Kingdom,22.0
602,prtt,João Prata,Boavista FC,Jungler,Portugal,27.0
603,Psclly,Pascal Giling,S1.Academy,Top,Netherlands,17.0
604,Puki Style,Łukasz Zygmunciak,Illuminar Gaming,Bot,Poland,25.0
605,Pun1sher,Kontanstinos Katsikadakos (Κώστας Κατς),Greek Regenesis,Mid,Greece,20.0
606,Puppe,Jan-Mikael Buben,Team PHZ,Support,Finland,18.0
607,Pyrka,Łukasz Grześkowiak,Wisła Płock,Support,Poland,18.0
608,Rabble Arouser,Jochem van Graafeiland,PENTA 1860,Jungler,Netherlands,
609,Rafa,Eduardo Moreira,x6tence,Support,Portugal,
610,Rafitta,Rafa Ayllon,S2V Esports,Bot,Spain,
611,Raizins,Neyas Guruswamy,Enclave Gaming,Support,United Kingdom,
612,Random,Adam Grepl,eSuba,Mid,Czech Republic,17.0
613,Raqo,Max Temminck,Echo Zulu,Mid,Netherlands,20.0
614,Raven,Miłosz Domagalski,QLASH Forge,Top,Poland,
615,Raven,Renato Dimas,Havan Liberty,Coach,Portugal,24.0
616,Ravio,Miki Suominen,Neon Esports,Jungler,Finland,20.0
617,Rawbin IV,Robin Eggenberger,Sparks,Jungler,Sweden,23.0
618,Raxhy,Oliver Hovstadius,The Final Tribe,Jungler,Sweden,16.0
619,Raxon,Christoffer Bjerg,Fortress,Mid,Denmark,
620,Raxxo,Oskar Bazydło,Rogue Esports Club,Support,Poland,22.0
621,Rayito,Michael Curtet,eMonkeyz,Bot,Spain,
622,Razergy,Tobias Elsässer,ZeroSeven Gera,Bot,Austria,
623,Razork,Iván Martín Díaz,Vodafone Giants,Jungler,Spain,18.0
624,Realistik,Andrei Ruse,SK Gaming,Coach,Romania,23.0
625,Reativo,Oleg Ralchenko (Олег Ралченко),Falkol,Jungler,Ukraine,
626,Reeker,Steven Chen,mousesports,Mid,Germany,
627,Reje,Victor Etlar Eriksen,Ventus Esports,Bot,Denmark,20.0
628,Rekkles,Martin Larsson,Fnatic,Bot,Sweden,22.0
629,Rektiv,Szymon Rybka,Katastrofa Awionetki,Mid,Poland,
630,Renas,Renato Ferreira,Estoril Praia eSports,Top,Portugal,20.0
631,Reven,Antonio Pino,ASUS ROG Army,Top,Spain,25.0
632,Rharesh,Riccardo Tata,Racoon,Bot,Italy,23.0
633,Rhuckz,Rúben Barbosa,Movistar Riders,Support,Portugal,
634,risdrengen,Michael Tuan Hoang,Ventus Esports,Top,Denmark,
635,RNATION,Óscar Calvo,Movistar Academy,Bot,Spain,
636,Robocop,Ondřej Sklenička,PENTA 1860,Top,Czech Republic,18.0
637,Robusto,Karsai Ákos,Wonder Stag e-Sports,Mid,Hungary,
638,Rocklho,Felix Bao Duy Ho,OP innogy,Top,Vietnam,
639,Roison,Michał Dubiel,Origen BCN,Mid,Poland,
640,Ronchas,Daniel Huerta Garcia,x6tence,Manager,Spain,29.0
641,Rowelly,Billy Rowell,Diabolus Esports,Bot,United Kingdom,
642,RoyalKanin,Linus Grönlund,The Final Tribe,Mid,Sweden,
643,Rubi0o,Antonio Cruz Clavel,Giants Academy,Top,Spain,
644,Rufus,Radovan Moravec,SuperNitro1,Support,Czech Republic,20.0
645,Rulfchen,Tom Ruckh,MOBA ROG,Jungler,Germany,
646,Rybson,Artur Gębicz,Illuminar Gaming,Jungler,Poland,
647,Ryoshi,An kha Vien,PENTA 1860,Mid,Germany,
648,Ryujin,Francesco Nordio,VIS eSports,Jungler,Italy,17.0
649,Ryuzaki,Dušan Petković,Team oNe eSports,Jungler,Serbia,
650,S1d,Pietro Biffi,Outplayed Academy,Support,Italy,21.0
651,Sacre,Toni Sabalić,SK Gaming,Top,Croatia,22.0
652,Sacred,Hugo António,Rensga eSports,Support,Portugal,
653,Saddy,Pierpaolo Oliva,Samsung Morning Stars,Bot,Italy,18.0
654,Saitam,Mathias Gassmann,Brussels Guardians,Bot,Belgium,22.0
655,Saken,Lucas Fayard,Team Vitality,Mid,France,
656,Samanan,Vladimir Dimov (Владимир Димов),Pyrsos Esports,Top,Bulgaria,
657,SamChaka,Romain Melaye,Solary,Coach,France,39.0
658,Samux,Samuel Fernández Fort,MAD Lions,Bot,Spain,23.0
659,Sanchez,Jorge Cabildo Sánchez,x6tence,Bot,Spain,
660,Sanity,Argyris Kalathenos (Αργύρης Καλαθενός),Team Refuse,Support,Greece,
661,SanyaDau,Dau Quang Son,WiLD MultiGaming,Jungler,Hungary,18.0
662,Satanico,Kostantinos Tsigkos,Different Dimension,Top,Greece,21.0
663,Satorius,Max Günther,EURONICS Gaming,Top,Germany,25.0
664,Saulius,Saulius Lukošius,Outplayed,Mid,Lithuania,
665,Scarface,Daniel Aitbelkacem,eMonkeyz,Top,Germany,20.0
666,Scarlet,Marcel Wiederhofer,OpTic Academy,Mid,Austria,20.0
667,Seaz,Daniel Binderhofer,Tickling Tentacles,Support,Austria,
668,Sebekx,Sebastian Smejkal,Samsung Morning Stars,Mid,Poland,
669,Sebs,Sebastiaan Veldkamp,New Dynasty,Mid,Netherlands,24.0
670,Sedrion,Tarik Holz,Schalke Evolution,Bot,Germany,22.0
671,Seem,Simon Berkulo,Trust Gaming Erasmus,Mid,Netherlands,19.0
672,seerees,Robert Bilski,Vortex Five,Coach,Poland,
673,Seffe,Sebastian Tenn,NYYRIKKI,Support,Finland,21.0
674,sefi,Tobias Köstli,mYinsanity,Mid,Switzerland,18.0
675,Sekuar,Alessandro Sesani,QLASH Forge,Coach,Italy,33.0
676,Selfie,Marcin Wolski,Rogue Esports Club,Mid,Poland,22.0
677,Selfmade,Oskar Boderek,SK Gaming,Jungler,Poland,19.0
678,Selfway,Jere Oikarinen,NYYRIKKI,Support,Finland,17.0
679,SeMike,Miňo Vavro,eXtatus,Jungler,Slovakia,
680,Send0o,Rosendo Fuentes,Excel Esports,Top,Spain,23.0
681,Sertuss,Daniel Gamani,Schalke Evolution,Mid,Germany,
682,Shadow,Zhiqiang Zhao,mousesports,Jungler,Italy,18.0
683,Shanei,Erwin Pierlot,Team MCES,Coach,France,
684,Sharkk,Luc Gonçalves,Lunary,Support,France,
685,Sharp,Anders Lilleengen,MAD Lions,Jungler,Norway,
686,Sheepy,Fabian Mallant,Unicorns Of Love,Coach,Germany,25.0
687,Shemek,Damien Soulagnet,Vitality.Bee,Top,France,23.0
688,Shiage,Josef Číko,Rift Rats,Mid,Czech Republic,
689,Shield,Marco Pinza,Team Amelia,Support,Italy,
690,Shikari,Jordan Pointon,Fnatic Rising,Top,United Kingdom,
691,Shiny,Laure Delaroche,Out of the Blue,Support,France,22.0
692,Shlatan,Lucjan Ahmad,MAD Lions,Jungler,Poland,17.0
693,Showkz,Yann Singvongsa,Team Oplon,Jungler,France,
694,Sidewipe,Patryk Kaczor,Katastrofa Awionetki,Coach,Poland,
695,Silas,Silas de Jong,Solwing Esports,Mid,Netherlands,17.0
696,Siler,Ernesto Castañeda,Origen BCN,Mid,Spain,
697,Simon,Szymon Marcinkiewicz,Vortex Five,Mid,Poland,
698,Simpy,Sergi Ruiz,Samsung Morning Stars,Support,Spain,
699,Sinistro,Fábio Cuco,Penguins,Mid,Portugal,
700,Sinmivak,Jakub Rucki,PRIDE,Top,Poland,18.0
701,Sirinox,Michal Veit,Rift Rats,Bot,Czech Republic,
702,SirNukesAlot,Risto Luuri,SK Gaming Prime,Support,Estonia,
703,sK,Jorge Santos,SAMCLAN Esports Club,Support,Portugal,26.0
704,Skain,David Carbó Ferrer,G2 Heretics,Support,Spain,22.0
705,Skar,Alessandro Torresi,Team Amelia,Top,Italy,
706,Skeanz,Duncan Marquet,Vitality.Bee,Jungler,France,18.0
707,Sky,David Koppmann,AeQ eSports,Top,Austria,24.0
708,Slayer,Nuno Moutinho,Havan Liberty,Support,Portugal,21.0
709,Sleeping,Christian Tiensuu,Outplayed,Top,Finland,22.0
710,Sleighbeggy,Mika Schlesiona,GamerLegion,Support,,
711,Slyv3r,Job Goossens,S1.Academy,Bot,Netherlands,26.0
712,Smacl3r,Dalius Žukauskas,Žalgiris Esports,Top,Lithuania,21.0
713,Sméagol,Louis Green,UOL Sexy Edition,Coach,United Kingdom,21.0
714,Smittyj,Lennart Warkus,GamersOrigin,Top,Germany,22.0
715,Snoower,Patryk Grąbka,Pogoń Szczecin,Mid,Poland,
716,Snuggli,Rich Farmery,Phelan Gaming,Support,United Kingdom,
717,sOAZ,Paul Boyer,Misfits Gaming,Top,France,25.0
718,Sof,Sofiane Saibi,Phelan Gaming,Jungler,United Kingdom,
719,Sokru,Aleksi Cohen,ISO eSports,Top,Finland,
720,Songu,Piotr Stodółka,Vortex Five,Support,Poland,
721,Sorex,Leon Althof,Austrian Force,Support,Germany,
722,Sotze,Davide Di Guida,Team Amelia,Coach,Italy,
723,Soulah,David van Buuren,Team Animals,Jungler,Netherlands,21.0
724,SozPurefect,Hicham Tazrhini,GamersOrigin,Mid,Belgium,
725,Spale,Đorđe Spasić,Team oNe eSports,Coach,Serbia,26.0
726,Spartan,Paris Outsis-Dimitriadis (Πάρις Ούτσης-Δημητριάδης),We Love Gaming,Mid,Greece,20.0
727,Special,Joran Scheffer,Excel Esports,Mid,Netherlands,21.0
728,SpeeDy,George Daniel Savu,Team Queso,Jungler,Romania,23.0
729,Spikelife,Michele Tamanini,Cyberground Academy,Support,Italy,23.0
730,Stanniez,Stan Wulms,New Dynasty,Support,Netherlands,22.0
731,Steeelback,Pierre Medjaldi,Team-LDLC,Support,France,22.0
732,Stembi,Maximilian Esch,Austrian Force,Mid,Germany,
733,StenBosse,Stass Skopin,Dropz Esports,Top,Sweden,21.0
734,Steve,Etienne Michels,Out of the Blue,Coach,France,23.0
735,StevenDX,Jesús Esteban,Movistar Academy,Jungler,Spain,
736,Stiles,Biró Máté,WiLD MultiGaming,Bot,Hungary,19.0
737,StormFury,Max Schaller,PENTA 1860,Support,Germany,25.0
738,Striker,Filip Prentovic,Tigris eSports,Jungler,Germany,
739,styllEE,Rasmus Kristensen,Movistar Riders,Jungler,Denmark,20.0
740,Sufon,Dominik Dvořák,eXtatus,Support,Czech Republic,
